author_id,username,created_at,verified,followers,following,tweet_count,listed_count,cant_tweets_muestra,rt,vreplicas,likes,rtquotes,menciones_a_In,menciones_a_Out,menciones_de_In,rt_a_In,rt_a_Out,rt_de_In,rp_a_In,rp_a_Out,rp_de_In,rq_a_In,rq_a_Out,rq_de_In,Actividad,paisSN
270915065,Julcesar28,2011-03-23T13:57:30.000Z,False,119,420,1218,0,17,387,2,12,0,8,9,2,2,1,1,3,4,1,0,0,0,31,1
29614487,j0rgillo,2009-04-08T02:18:27.000Z,False,195,1370,1339,2,5,1591,0,1,0,1,3,0,0,1,0,1,1,0,0,0,0,7,0
31184196,ZBer,2009-04-14T18:12:02.000Z,False,90,77,6322,5,10,0,5,1,0,0,4,0,0,0,0,0,4,0,0,0,0,8,1
2940252418,e_gomez08,2014-12-25T01:37:30.000Z,False,14,150,37,0,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
336259098,rjesus_27,2011-07-16T00:34:55.000Z,False,489,416,4487,2,60,738,5,28,3,5,12,1,5,11,0,1,2,1,1,7,0,46,1
338681420,YahaGT,2011-07-19T23:03:46.000Z,False,131,315,1139,0,43,876,6,31,0,12,21,0,0,2,0,9,11,0,1,1,0,57,1
75779597,Braulio_Carrera,2009-09-20T12:45:43.000Z,False,65,307,849,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1
894446244,JUANF_V,2012-10-21T02:23:00.000Z,False,62,526,1042,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903061069,Lord__kain,2012-10-25T02:29:20.000Z,False,161,135,4898,0,209,515,46,212,4,52,130,20,3,7,9,31,76,11,1,8,0,348,1
1358429604621541376,CarlosValdesD1,2021-02-07T14:57:38.000Z,False,2,62,27,0,4,0,0,6,0,2,1,0,0,0,0,2,1,0,0,0,0,6,0
